#correcteur=PID,Kp=80.0,Ki=5.0,Kd=10.0
t_s,vitesse_freq_ms,vitesse_periode_ms,consigne_vitesse_ms,distance_m,consigne_dist_m,erreur_m,commande_pwm
56.077,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,152.7
56.177,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,152.9
56.278,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,153.1
56.378,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,153.4
56.478,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,153.6
56.578,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,153.8
56.678,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,154.0
56.778,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,154.1
56.878,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,154.4
56.978,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,154.6
57.078,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,154.8
57.178,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,155.0
57.278,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,155.1
57.378,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,155.3
57.478,1.7383,0.5552,0.4000,-1.0000,0.3000,-0.1552,155.4
57.578,0.0000,0.5552,0.4000,-1.0000,0.3000,-0.1552,155.3
57.678,1.7383,0.7872,0.4000,-1.0000,0.3000,-0.3872,150.0
57.778,1.7383,0.8801,0.4000,-1.0000,0.3000,-0.4801,162.5
57.878,0.0000,0.8349,0.4000,-1.0000,0.3000,-0.4349,158.4
57.978,0.0000,0.7121,0.4000,-1.0000,0.3000,-0.3121,164.7
58.078,1.7383,0.7002,0.4000,-1.0000,0.3000,-0.3002,150.0
58.178,0.0000,1.0069,0.4000,-1.0000,0.3000,-0.6069,150.0
58.278,0.0000,0.9241,0.4000,-1.0000,0.3000,-0.5241,160.7
58.378,1.7383,0.8165,0.4000,-1.0000,0.3000,-0.4165,170.4
58.478,1.7383,0.7627,0.4000,-1.0000,0.3000,-0.3627,152.5
58.578,0.0000,1.0500,0.4000,-1.0000,0.3000,-0.6500,150.0
58.678,0.0000,0.9434,0.4000,-1.0000,0.3000,-0.5434,161.6
58.778,1.7383,0.8268,0.4000,-1.0000,0.3000,-0.4268,169.8
58.878,1.7383,0.7687,0.4000,-1.0000,0.3000,-0.3687,152.0
58.978,1.7383,0.9301,0.4000,-1.0000,0.3000,-0.5301,150.0
59.078,1.7383,0.9798,0.4000,-1.0000,0.3000,-0.5798,164.4
59.179,0.0000,0.9056,0.4000,-1.0000,0.3000,-0.5056,157.6
59.279,0.0000,0.7636,0.4000,-1.0000,0.3000,-0.3636,163.2
59.379,1.7383,0.9380,0.4000,-1.0000,0.3000,-0.5380,150.0
59.479,1.7383,0.9944,0.4000,-1.0000,0.3000,-0.5944,163.2
59.579,0.0000,0.9213,0.4000,-1.0000,0.3000,-0.5213,156.7
59.679,0.0000,0.7735,0.4000,-1.0000,0.3000,-0.3735,162.6
59.779,1.7383,0.9457,0.4000,-1.0000,0.3000,-0.5457,150.0
59.879,0.0000,1.1464,0.4000,-1.0000,0.3000,-0.7464,150.0
59.979,0.0000,0.9946,0.4000,-1.0000,0.3000,-0.5946,162.1
60.079,0.0000,0.8056,0.4000,-1.0000,0.3000,-0.4056,164.9
60.179,1.7383,0.7587,0.4000,-1.0000,0.3000,-0.3587,150.0
60.279,0.0000,1.0492,0.4000,-1.0000,0.3000,-0.6492,150.0
60.379,0.0000,0.9441,0.4000,-1.0000,0.3000,-0.5441,157.2
60.479,1.7383,0.8285,0.4000,-1.0000,0.3000,-0.4285,165.4
60.579,1.7383,0.7736,0.4000,-1.0000,0.3000,-0.3736,150.0
60.680,0.0000,1.0676,0.4000,-1.0000,0.3000,-0.6676,150.0
60.780,0.0000,0.9657,0.4000,-1.0000,0.3000,-0.5657,156.0
60.880,1.7383,0.8476,0.4000,-1.0000,0.3000,-0.4476,165.1
60.980,1.7383,0.7884,0.4000,-1.0000,0.3000,-0.3884,150.0
