#correcteur=PID,Kp=80.0,Ki=5.0,Kd=5.0
t_s,vitesse_freq_ms,vitesse_periode_ms,consigne_vitesse_ms,distance_m,consigne_dist_m,erreur_m,commande_pwm
75.214,0.2664,0.0000,0.4000,-1.0000,0.3000,0.4000,122.6
75.314,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,122.8
75.414,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,123.0
75.514,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,123.2
75.614,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,123.4
75.714,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,123.6
75.814,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,123.8
75.914,0.0000,0.0052,0.4000,-1.0000,0.3000,0.3948,124.0
76.014,1.7383,0.1482,0.4000,-1.0000,0.3000,0.2518,120.0
76.114,0.0000,0.3183,0.4000,-1.0000,0.3000,0.0817,120.0
76.214,1.7383,0.3870,0.4000,-1.0000,0.3000,0.0130,122.3
76.314,0.0000,0.4104,0.4000,-1.0000,0.3000,-0.0104,123.3
76.414,1.7383,0.4532,0.4000,-1.0000,0.3000,-0.0532,120.6
76.514,1.7383,0.6141,0.4000,-1.0000,0.3000,-0.2141,120.0
76.614,1.7383,0.6753,0.4000,-1.0000,0.3000,-0.2753,127.4
76.715,0.0000,0.6350,0.4000,-1.0000,0.3000,-0.2350,125.5
76.815,1.7383,0.5710,0.4000,-1.0000,0.3000,-0.1710,129.0
76.915,0.0000,0.5086,0.4000,-1.0000,0.3000,-0.1086,126.3
77.015,0.0000,0.5397,0.4000,-1.0000,0.3000,-0.1397,122.4
77.115,0.0000,0.7732,0.4000,-1.0000,0.3000,-0.3732,120.0
77.215,1.7383,0.7826,0.4000,-1.0000,0.3000,-0.3826,129.1
77.315,0.0000,0.7139,0.4000,-1.0000,0.3000,-0.3139,126.0
77.415,0.0000,0.6012,0.4000,-1.0000,0.3000,-0.2012,127.6
77.515,1.7383,0.5861,0.4000,-1.0000,0.3000,-0.1861,121.2
77.615,1.7383,0.7480,0.4000,-1.0000,0.3000,-0.3480,120.0
77.715,1.7383,0.8090,0.4000,-1.0000,0.3000,-0.4090,127.0
77.815,0.0000,0.7569,0.4000,-1.0000,0.3000,-0.3569,124.5
77.915,0.0000,0.6390,0.4000,-1.0000,0.3000,-0.2390,127.1
78.015,1.7383,0.6190,0.4000,-1.0000,0.3000,-0.2190,120.7
78.115,1.7383,0.7809,0.4000,-1.0000,0.3000,-0.3809,120.0
78.216,1.7383,0.8357,0.4000,-1.0000,0.3000,-0.4357,126.9
78.316,0.0000,0.7742,0.4000,-1.0000,0.3000,-0.3742,124.1
78.416,0.0000,0.6524,0.4000,-1.0000,0.3000,-0.2524,126.4
78.516,1.7383,0.6306,0.4000,-1.0000,0.3000,-0.2306,120.0
78.616,0.0000,0.9046,0.4000,-1.0000,0.3000,-0.5046,120.0
78.716,1.7383,0.9103,0.4000,-1.0000,0.3000,-0.5103,128.1
78.816,0.0000,0.8231,0.4000,-1.0000,0.3000,-0.4231,124.2
78.916,0.0000,0.6862,0.4000,-1.0000,0.3000,-0.2862,126.1
79.016,0.0000,0.6913,0.4000,0.6051,0.3000,0.3051,120.1
79.116,0.0000,0.9617,0.4000,-1.0000,0.3000,-0.5617,120.0
79.216,0.0000,0.8638,0.4000,-1.0000,0.3000,-0.4638,123.5
79.316,1.7383,0.7588,0.4000,-1.0000,0.3000,-0.3588,127.0
79.416,1.7383,0.7088,0.4000,-1.0000,0.3000,-0.3088,120.0
79.516,1.7383,0.8754,0.4000,-1.0000,0.3000,-0.4754,120.0
79.616,1.7383,0.9331,0.4000,-1.0000,0.3000,-0.5331,124.4
79.716,0.0000,0.8651,0.4000,-1.0000,0.3000,-0.4651,121.2
79.816,0.0000,0.7274,0.4000,-1.0000,0.3000,-0.3274,123.9
79.916,0.0000,0.7267,0.4000,-1.0000,0.3000,-0.3267,120.0
80.016,0.0000,0.9998,0.4000,-1.0000,0.3000,-0.5998,120.0
80.116,0.0000,0.8912,0.4000,-1.0000,0.3000,-0.4912,122.0
80.216,1.7383,0.7776,0.4000,-1.0000,0.3000,-0.3776,125.6
80.316,1.7383,0.7219,0.4000,-1.0000,0.3000,-0.3219,120.0
80.416,1.7383,0.8741,0.4000,-1.0000,0.3000,-0.4741,120.0
80.516,1.7383,0.9181,0.4000,-1.0000,0.3000,-0.5181,122.9
80.616,0.0000,0.8448,0.4000,-1.0000,0.3000,-0.4448,120.0
80.716,0.0000,0.7063,0.4000,-1.0000,0.3000,-0.3063,122.0
80.816,0.0000,0.7031,0.4000,-1.0000,0.3000,-0.3031,120.0
80.916,0.0000,0.9691,0.4000,-1.0000,0.3000,-0.5691,120.0
81.016,0.0000,0.8710,0.4000,-1.0000,0.3000,-0.4710,120.0
81.117,1.7383,0.7603,0.4000,-1.0000,0.3000,-0.3603,123.7
81.217,0.0000,0.6623,0.4000,-1.0000,0.3000,-0.2623,120.0
81.317,1.7383,0.8489,0.4000,-1.0000,0.3000,-0.4489,120.0
81.417,1.7383,0.9113,0.4000,-1.0000,0.3000,-0.5113,120.6
81.517,0.0000,0.8431,0.4000,-1.0000,0.3000,-0.4431,120.0
81.617,0.0000,0.7053,0.4000,-1.0000,0.3000,-0.3053,120.2
81.717,1.7383,0.6757,0.4000,-1.0000,0.3000,-0.2757,120.0
81.817,0.0000,0.9554,0.4000,-1.0000,0.3000,-0.5554,120.0
81.917,0.0000,0.8584,0.4000,-1.0000,0.3000,-0.4584,120.0
82.017,0.0000,0.8108,0.4000,-1.0000,0.3000,-0.4108,120.0
82.117,0.0000,0.6875,0.4000,-1.0000,0.3000,-0.2875,120.0
82.217,1.7383,0.8452,0.4000,-1.0000,0.3000,-0.4452,120.0
82.317,0.0000,1.0294,0.4000,-1.0000,0.3000,-0.6294,120.0
82.417,0.0000,0.8965,0.4000,-1.0000,0.3000,-0.4965,120.0
82.518,1.7043,0.7708,0.4000,-1.0000,0.3000,-0.3708,121.1
82.618,1.7383,0.7050,0.4000,-1.0000,0.3000,-0.3050,120.0
82.718,1.7383,0.8491,0.4000,-1.0000,0.3000,-0.4491,120.0
82.818,1.7383,0.8916,0.4000,-1.0000,0.3000,-0.4916,120.0
82.918,0.0000,0.8196,0.4000,-1.0000,0.3000,-0.4196,120.0
83.018,0.0000,0.6841,0.4000,-1.0000,0.3000,-0.2841,120.0
83.118,1.7383,0.6517,0.4000,-1.0000,0.3000,-0.2517,120.0
83.218,0.0000,0.8969,0.4000,-1.0000,0.3000,-0.4969,120.0
83.318,1.7383,0.8920,0.4000,-1.0000,0.3000,-0.4920,120.0
83.418,0.0000,0.8019,0.4000,-1.0000,0.3000,-0.4019,120.0
83.518,0.0000,0.6593,0.4000,-1.0000,0.3000,-0.2593,120.0
83.618,1.7383,0.6252,0.4000,-1.0000,0.3000,-0.2252,120.0
83.718,0.0000,0.8744,0.4000,-1.0000,0.3000,-0.4744,120.0
83.818,1.7383,0.8859,0.4000,-1.0000,0.3000,-0.4859,120.0
83.918,0.0000,0.8141,0.4000,-1.0000,0.3000,-0.4141,120.0
84.018,0.0000,0.6765,0.4000,-1.0000,0.3000,-0.2765,125.4
84.118,0.0000,0.6719,0.4000,-1.0000,0.3000,-0.2719,120.0
84.218,0.0000,0.9187,0.4000,-1.0000,0.3000,-0.5187,120.0
84.318,0.0000,0.8239,0.4000,-1.0000,0.3000,-0.4239,123.1
84.418,0.0000,0.7775,0.4000,-1.0000,0.3000,-0.3775,120.9
84.518,0.0000,0.6594,0.4000,-1.0000,0.3000,-0.2594,123.7
84.618,0.0000,0.6608,0.4000,-1.0000,0.3000,-0.2608,120.0
84.718,0.0000,0.8993,0.4000,-1.0000,0.3000,-0.4993,120.0
84.818,0.0000,0.8039,0.4000,-1.0000,0.3000,-0.4039,122.2
84.918,1.7383,0.7038,0.4000,-1.0000,0.3000,-0.3038,125.3
85.018,0.0000,0.6173,0.4000,-1.0000,0.3000,-0.2173,121.5
85.118,0.0000,0.6338,0.4000,-1.0000,0.3000,-0.2338,120.0
85.218,0.0000,0.8803,0.4000,-1.0000,0.3000,-0.4803,120.0
85.318,0.0000,0.7914,0.4000,-1.0000,0.3000,-0.3914,121.1
85.419,1.7043,0.6923,0.4000,-1.0000,0.3000,-0.2923,124.5
85.519,0.0000,0.6048,0.4000,-1.0000,0.3000,-0.2048,120.7
85.619,0.0000,0.6207,0.4000,-1.0000,0.3000,-0.2207,120.0
85.719,0.0000,0.8537,0.4000,-1.0000,0.3000,-0.4537,120.0
85.819,0.0000,0.7662,0.4000,-1.0000,0.3000,-0.3662,120.2
85.919,0.0000,0.7233,0.4000,-1.0000,0.3000,-0.3233,120.0
86.019,0.0000,0.6189,0.4000,-1.0000,0.3000,-0.2189,120.7
86.119,0.0000,0.6185,0.4000,-1.0000,0.3000,-0.2185,120.0
86.219,0.0000,0.8495,0.4000,-1.0000,0.3000,-0.4495,120.0
86.319,1.7383,0.8465,0.4000,-1.0000,0.3000,-0.4465,122.8
86.419,0.0000,0.7636,0.4000,-1.0000,0.3000,-0.3636,120.0
86.519,0.0000,0.6342,0.4000,-1.0000,0.3000,-0.2342,120.8
86.619,1.7383,0.6098,0.4000,-1.0000,0.3000,-0.2098,120.0
86.719,0.0000,0.8397,0.4000,-1.0000,0.3000,-0.4397,120.0
86.819,1.7383,0.8377,0.4000,-1.0000,0.3000,-0.4377,121.8
86.920,0.0000,0.7564,0.4000,-1.0000,0.3000,-0.3564,120.0
87.020,0.0000,0.6262,0.4000,-1.0000,0.3000,-0.2262,120.0
87.120,1.7383,0.5979,0.4000,-1.0000,0.3000,-0.1979,120.0
87.220,1.7383,0.7420,0.4000,-1.0000,0.3000,-0.3420,120.0
87.320,1.7383,0.7891,0.4000,-1.0000,0.3000,-0.3891,120.0
87.420,0.0000,0.7305,0.4000,-1.0000,0.3000,-0.3305,120.0
87.520,1.7383,0.6532,0.4000,-1.0000,0.3000,-0.2532,120.0
87.620,0.0000,0.5814,0.4000,-1.0000,0.3000,-0.1814,120.0
87.720,1.7383,0.7404,0.4000,-1.0000,0.3000,-0.3404,120.0
87.820,0.0000,0.9131,0.4000,-1.0000,0.3000,-0.5131,120.0
87.920,0.0000,0.7989,0.4000,-1.0000,0.3000,-0.3989,120.0
88.020,1.7383,0.6901,0.4000,-1.0000,0.3000,-0.2901,120.6
88.120,0.0000,0.5998,0.4000,-1.0000,0.3000,-0.1998,120.0
88.220,0.0000,0.6122,0.4000,-1.0000,0.3000,-0.2122,120.0
88.320,0.0000,0.8459,0.4000,-1.0000,0.3000,-0.4459,120.0
88.420,0.0000,0.7617,0.4000,-1.0000,0.3000,-0.3617,120.0
88.520,0.0000,0.7204,0.4000,-1.0000,0.3000,-0.3204,120.0
88.620,0.0000,0.6081,0.4000,-1.0000,0.3000,-0.2081,120.0
88.720,0.0000,0.6083,0.4000,-1.0000,0.3000,-0.2083,120.0
88.820,0.0000,0.8344,0.4000,-1.0000,0.3000,-0.4344,120.0
88.920,1.7383,0.8297,0.4000,-1.0000,0.3000,-0.4297,120.0
89.020,0.0000,0.7465,0.4000,-1.0000,0.3000,-0.3465,120.0
89.120,0.0000,0.6183,0.4000,-1.0000,0.3000,-0.2183,120.0
89.220,1.7383,0.5909,0.4000,-1.0000,0.3000,-0.1909,120.0
89.320,1.7383,0.7359,0.4000,-1.0000,0.3000,-0.3359,120.0
89.420,1.7383,0.7848,0.4000,-1.0000,0.3000,-0.3848,120.0
89.520,0.0000,0.7277,0.4000,-1.0000,0.3000,-0.3277,120.0
89.620,1.7383,0.6469,0.4000,-1.0000,0.3000,-0.2469,120.0
89.720,0.0000,0.5703,0.4000,-1.0000,0.3000,-0.1703,120.0
89.821,1.7383,0.7307,0.4000,-1.0000,0.3000,-0.3307,120.0
