#correcteur=PID,Kp=80.0,Ki=50.0,Kd=120.0
t_s,vitesse_freq_ms,vitesse_periode_ms,consigne_vitesse_ms,distance_m,consigne_dist_m,erreur_m,commande_pwm
79.894,0.0000,0.0000,1.0000,1.3238,0.3000,1.0238,200.0
79.994,0.0000,0.0000,1.0000,1.3231,0.3000,1.0231,200.0
80.094,1.7383,1.2126,1.0000,1.3262,0.3000,1.0262,182.5
80.194,1.7383,1.8928,1.0000,1.3221,0.3000,1.0221,147.5
80.294,3.4767,3.2715,1.0000,1.3264,0.3000,1.0264,118.8
80.394,1.7383,1.6971,1.0000,1.3262,0.3000,1.0262,118.8
80.494,3.4767,2.3451,1.0000,1.3230,0.3000,1.0230,118.8
80.594,1.7383,2.1679,1.0000,1.3221,0.3000,1.0221,118.8
80.694,1.7383,1.8548,1.0000,1.3267,0.3000,1.0267,128.7
80.794,1.7383,2.6291,1.0000,1.3223,0.3000,1.0223,122.0
80.894,3.4767,4.0852,1.0000,1.3262,0.3000,1.0262,141.2
80.994,3.4767,2.7315,1.0000,1.3219,0.3000,1.0219,142.8
81.094,1.7383,2.1940,1.0000,1.3219,0.3000,1.0219,139.4
81.195,3.4085,2.2837,1.0000,1.3269,0.3000,1.0269,166.1
81.295,3.4767,2.4873,1.0000,1.7651,0.3000,1.4651,184.2
81.395,1.7383,3.6767,1.0000,1.3152,0.3000,1.0152,0.0
81.495,1.7383,3.0857,1.0000,1.3230,0.3000,1.0230,0.0
81.595,1.7383,1.2589,1.0000,1.3271,0.3000,1.0271,0.0
81.695,1.7383,1.2789,1.0000,1.3152,0.3000,1.0152,0.0
81.795,0.0000,1.6589,1.0000,1.3245,0.3000,1.0245,0.0
81.895,0.0000,1.6589,1.0000,1.3240,0.3000,1.0240,0.0
81.995,0.0000,1.6589,1.0000,1.3248,0.3000,1.0248,0.0
82.095,0.0000,1.6589,1.0000,1.3242,0.3000,1.0242,0.0
82.195,0.0000,1.6589,1.0000,1.3243,0.3000,1.0243,0.0
82.295,0.0000,1.6589,1.0000,1.3240,0.3000,1.0240,0.0
82.395,0.0000,1.6589,1.0000,1.3248,0.3000,1.0248,0.0
82.495,0.0000,1.6589,1.0000,1.3247,0.3000,1.0247,0.0
82.595,0.0000,1.6589,1.0000,1.3248,0.3000,1.0248,0.0
82.696,0.0000,1.6589,1.0000,1.3243,0.3000,1.0243,0.0
82.796,0.0000,1.6589,1.0000,1.3248,0.3000,1.0248,0.0
82.896,0.0000,1.6589,1.0000,1.3245,0.3000,1.0245,0.0
82.996,0.0000,1.6589,1.0000,1.3242,0.3000,1.0242,0.0
83.096,0.0000,1.6589,1.0000,1.3240,0.3000,1.0240,0.0
83.196,0.0000,1.6589,1.0000,1.3245,0.3000,1.0245,0.0
83.296,0.0000,1.6589,1.0000,1.3199,0.3000,1.0199,0.0
83.396,0.0000,1.6589,1.0000,1.3288,0.3000,1.0288,0.0
83.496,0.0000,1.6589,1.0000,1.3204,0.3000,1.0204,0.0
83.596,0.0000,1.6589,1.0000,1.3291,0.3000,1.0291,0.0
83.696,0.0000,1.6589,1.0000,1.3243,0.3000,1.0243,0.0
83.796,0.0000,1.6589,1.0000,1.3247,0.3000,1.0247,0.0
83.896,0.0000,0.0000,1.0000,1.3243,0.3000,1.0243,200.0
83.996,0.0000,0.0000,1.0000,1.3209,0.3000,1.0209,200.0
84.096,0.0000,0.0392,1.0000,1.3248,0.3000,1.0248,200.0
84.196,1.7383,1.9937,1.0000,1.3235,0.3000,1.0235,235.0
84.296,1.7383,2.3322,1.0000,1.3185,0.3000,1.0185,255.0
84.396,1.7383,2.2193,1.0000,1.3185,0.3000,1.0185,255.0
84.496,1.7383,2.6652,1.0000,1.3199,0.3000,1.0199,255.0
84.596,3.4767,3.9393,1.0000,1.7570,0.3000,1.4570,255.0
84.696,3.4767,6.3666,1.0000,1.3151,0.3000,1.0151,0.0
84.796,3.4767,4.3528,1.0000,1.3271,0.3000,1.0271,0.0
84.896,1.7383,1.8366,1.0000,1.3200,0.3000,1.0200,0.0
84.996,1.7383,1.9471,1.0000,1.3314,0.3000,1.0314,0.0
85.096,1.7383,1.1617,1.0000,1.3315,0.3000,1.0315,0.0
85.196,1.7383,1.3492,1.0000,1.3199,0.3000,1.0199,0.0
85.296,0.0000,1.3492,1.0000,1.3248,0.3000,1.0248,0.0
85.396,0.0000,1.3492,1.0000,1.3245,0.3000,1.0245,0.0
85.496,0.0000,1.3492,1.0000,1.3207,0.3000,1.0207,0.0
85.597,0.0000,1.3492,1.0000,1.3293,0.3000,1.0293,0.0
85.697,0.0000,1.3492,1.0000,1.3245,0.3000,1.0245,0.0
