#correcteur=P,Kp=35.0,Ki=2.0,Kd=0.5,FF=190.8,Vc=0.40
t_s,mode,vitesse_freq_ms,vitesse_periode_ms,consigne_vitesse_ms,distance_m,consigne_dist_m,erreur_m,commande_pwm
6.483,2,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,190.0
6.583,3,0.0000,0.0000,0.4000,0.5735,0.3000,0.2735,120.0
6.683,3,0.0000,0.0000,0.4000,0.5735,0.3000,0.2735,50.0
6.784,3,0.0000,0.0000,0.4000,0.5735,0.3000,0.2735,9.6
6.884,2,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,190.0
6.984,2,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,204.8
7.084,2,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,204.8
7.184,2,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,204.8
7.284,2,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,190.0
7.384,2,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,190.0
7.484,2,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,204.8
7.584,2,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,204.8
7.684,2,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,204.8
7.784,2,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,190.0
7.884,2,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,204.8
7.984,2,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,204.8
8.084,2,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,204.8
8.184,2,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,190.0
8.285,2,1.7383,0.3989,0.4000,-1.0000,0.3000,0.0011,190.8
8.385,2,0.0000,0.3989,0.4000,-1.0000,0.3000,0.0011,190.8
8.485,2,1.7383,0.4059,0.4000,-1.0000,0.3000,-0.0059,190.6
8.585,2,0.0000,0.4126,0.4000,-1.0000,0.3000,-0.0126,190.3
8.685,2,1.7383,0.4190,0.4000,-1.0000,0.3000,-0.0190,190.1
8.785,2,0.0000,0.4237,0.4000,-1.0000,0.3000,-0.0237,189.9
8.885,2,1.7383,0.7866,0.4000,-1.0000,0.3000,-0.3866,177.2
8.985,2,1.7383,0.8796,0.4000,-1.0000,0.3000,-0.4796,174.0
9.085,2,0.0000,0.8088,0.4000,-1.0000,0.3000,-0.4088,176.5
9.185,2,1.7383,0.6686,0.4000,-1.0000,0.3000,-0.2686,181.4
9.285,2,0.0000,0.5493,0.4000,-1.0000,0.3000,-0.1493,185.5
9.385,2,0.0000,0.5323,0.4000,-1.0000,0.3000,-0.1323,186.1
9.485,2,0.0000,0.8613,0.4000,-1.0000,0.3000,-0.4613,174.6
9.585,2,0.0000,0.7738,0.4000,-1.0000,0.3000,-0.3738,177.7
9.686,2,0.0000,0.7423,0.4000,-1.0000,0.3000,-0.3423,178.8
9.786,2,0.0000,0.5840,0.4000,-1.0000,0.3000,-0.1840,184.3
9.886,2,0.0000,0.6272,0.4000,-1.0000,0.3000,-0.2272,182.8
9.986,2,0.0000,1.0053,0.4000,-1.0000,0.3000,-0.6053,169.6
10.086,2,0.0000,0.8623,0.4000,-1.0000,0.3000,-0.4623,174.6
10.186,2,0.0000,0.8108,0.4000,-1.0000,0.3000,-0.4108,176.4
10.286,2,0.0000,0.6114,0.4000,-1.0000,0.3000,-0.2114,183.4
10.386,2,1.7383,0.5486,0.4000,-1.0000,0.3000,-0.1486,185.6
10.486,2,1.7383,0.7374,0.4000,-1.0000,0.3000,-0.3374,179.0
10.586,2,1.7383,0.7991,0.4000,-1.0000,0.3000,-0.3991,176.8
10.686,2,0.0000,0.7435,0.4000,-1.0000,0.3000,-0.3435,178.7
10.786,2,0.0000,0.5953,0.4000,-1.0000,0.3000,-0.1953,183.9
10.886,2,1.7383,0.6143,0.4000,-1.0000,0.3000,-0.2143,183.3
10.986,2,0.0000,1.0513,0.4000,-1.0000,0.3000,-0.6513,168.0
11.086,2,0.0000,0.9052,0.4000,-1.0000,0.3000,-0.5052,173.1
11.186,2,0.0000,0.8526,0.4000,-1.0000,0.3000,-0.4526,174.9
11.286,2,0.0000,0.6405,0.4000,-1.0000,0.3000,-0.2405,182.3
11.386,2,1.7383,0.5789,0.4000,-1.0000,0.3000,-0.1789,184.5
11.486,2,0.0000,0.8917,0.4000,-1.0000,0.3000,-0.4917,173.6
11.586,2,1.7383,0.8378,0.4000,-1.0000,0.3000,-0.4378,175.4
11.686,2,0.0000,0.7185,0.4000,-1.0000,0.3000,-0.3185,179.6
11.786,2,1.7383,0.5793,0.4000,-1.0000,0.3000,-0.1793,184.5
11.886,2,0.0000,0.4714,0.4000,-1.0000,0.3000,-0.0714,188.3
11.986,2,0.0000,0.5231,0.4000,-1.0000,0.3000,-0.1231,186.5
12.086,2,0.0000,0.9263,0.4000,-1.0000,0.3000,-0.5263,172.3
12.186,2,0.0000,0.8013,0.4000,-1.0000,0.3000,-0.4013,176.7
12.286,2,0.0000,0.7563,0.4000,-1.0000,0.3000,-0.3563,178.3
12.386,2,0.0000,0.5552,0.4000,-1.0000,0.3000,-0.1552,185.3
12.486,2,1.7383,0.5273,0.4000,-1.0000,0.3000,-0.1273,186.3
12.587,2,1.7043,0.7613,0.4000,-1.0000,0.3000,-0.3613,178.1
12.687,2,1.7383,0.8403,0.4000,-1.0000,0.3000,-0.4403,175.4
12.787,2,0.0000,0.7873,0.4000,-1.0000,0.3000,-0.3873,177.2
12.887,2,1.7383,0.6657,0.4000,-1.0000,0.3000,-0.2657,181.5
12.987,2,0.0000,0.5605,0.4000,-1.0000,0.3000,-0.1605,185.1
13.087,2,0.0000,0.5437,0.4000,-1.0000,0.3000,-0.1437,185.7
13.187,3,0.0000,0.8652,0.4000,0.5678,0.3000,0.2678,143.7
13.287,3,0.0000,0.7725,0.4000,0.5678,0.3000,0.2678,73.7
13.387,3,0.0000,0.7391,0.4000,0.5678,0.3000,0.2678,9.4
13.487,2,0.0000,0.5662,0.4000,-1.0000,0.3000,-0.1662,26.9
13.587,2,0.0000,0.5039,0.4000,-1.0000,0.3000,-0.1039,61.9
13.687,2,0.0000,0.4430,0.4000,-1.0000,0.3000,-0.0430,96.9
13.787,2,0.0000,0.4210,0.4000,-1.0000,0.3000,-0.0210,131.9
13.887,2,0.0000,0.4131,0.4000,-1.0000,0.3000,-0.0131,166.9
13.987,2,0.0000,0.4103,0.4000,-1.0000,0.3000,-0.0103,190.4
14.088,2,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,190.0
14.188,2,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,204.8
14.288,2,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,204.8
14.388,2,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,204.8
14.488,2,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,190.0
14.588,2,1.7383,0.0914,0.4000,-1.0000,0.3000,0.3086,201.6
14.688,2,0.0000,0.0914,0.4000,-1.0000,0.3000,0.3086,201.6
14.788,2,0.0000,0.0914,0.4000,-1.0000,0.3000,0.3086,201.6
