#correcteur=PID,Kp=12.0,Ki=3.0,Kd=0.5,FF=197.7,Vc=0.40
t_s,mode,vitesse_freq_ms,vitesse_periode_ms,consigne_vitesse_ms,distance_m,consigne_dist_m,erreur_m,commande_pwm
2.653,2,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,190.0
2.753,2,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,202.5
2.853,2,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,202.6
2.953,2,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,202.8
3.053,2,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,190.0
3.153,2,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,190.0
3.253,2,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,202.9
3.353,2,0.0000,0.2750,0.4000,-1.0000,0.3000,0.1250,199.7
3.453,2,0.0000,0.5290,0.4000,-1.0000,0.3000,-0.1290,195.6
3.553,2,1.7383,0.6048,0.4000,-1.0000,0.3000,-0.2048,195.6
3.653,2,0.0000,0.6078,0.4000,-1.0000,0.3000,-0.2078,195.5
3.753,2,0.0000,0.5789,0.4000,-1.0000,0.3000,-0.1789,195.9
3.853,2,0.0000,0.6741,0.4000,-1.0000,0.3000,-0.2741,194.2
3.953,2,1.7383,0.9188,0.4000,-1.0000,0.3000,-0.5188,191.3
4.054,2,0.0000,0.9400,0.4000,-1.0000,0.3000,-0.5400,191.0
4.154,2,1.7383,0.9256,0.4000,-1.0000,0.3000,-0.5256,190.8
4.254,2,0.0000,1.3722,0.4000,-1.0000,0.3000,-0.9722,183.7
4.354,2,0.0000,1.2747,0.4000,-1.0000,0.3000,-0.8747,186.8
4.454,2,1.7383,1.1746,0.4000,-1.0000,0.3000,-0.7746,187.3
4.554,2,1.7383,1.4332,0.4000,-1.0000,0.3000,-1.0332,184.2
4.654,2,1.7383,1.3088,0.4000,-1.0000,0.3000,-0.9088,186.2
4.754,2,1.7383,1.6219,0.4000,-1.0000,0.3000,-1.2219,178.0
