#correcteur=PID,Kp=100.0,Ki=0.0,Kd=0.0
t_s,vitesse_freq_ms,vitesse_periode_ms,consigne_vitesse_ms,distance_m,consigne_dist_m,erreur_m,commande_pwm
23.178,0.0000,0.0000,0.4000,1.3149,0.3000,1.0149,200.0
23.278,0.0000,0.0000,0.4000,1.3197,0.3000,1.0197,200.0
23.378,1.7383,0.6831,0.4000,1.3154,0.3000,1.0154,182.5
23.478,3.4767,1.9629,0.4000,1.3197,0.3000,1.0197,147.5
23.578,3.4767,2.0300,0.4000,1.3193,0.3000,1.0193,112.5
23.678,1.7383,2.2839,0.4000,1.3166,0.3000,1.0166,101.7
23.778,5.2150,3.3725,0.4000,1.3200,0.3000,1.0200,102.0
23.878,1.7383,1.7029,0.4000,1.3202,0.3000,1.0202,102.0
23.979,1.7043,2.3213,0.4000,1.3164,0.3000,1.0164,101.6
24.079,3.4767,3.4496,0.4000,1.3199,0.3000,1.0199,102.0
24.179,1.7383,1.7501,0.4000,1.3151,0.3000,1.0151,101.5
24.279,1.7383,2.3099,0.4000,1.3163,0.3000,1.0163,101.6
24.379,3.4767,3.5309,0.4000,1.3228,0.3000,1.0228,101.6
24.479,1.7383,1.7153,0.4000,1.3230,0.3000,1.0230,102.3
24.579,1.7383,2.3393,0.4000,1.3226,0.3000,1.0226,102.3
24.679,3.4767,3.5692,0.4000,1.3161,0.3000,1.0161,101.6
24.779,1.7383,1.7691,0.4000,1.3161,0.3000,1.0161,101.6
24.879,1.7383,2.4437,0.4000,1.3200,0.3000,1.0200,102.0
24.979,3.4767,3.6083,0.4000,1.3163,0.3000,1.0163,101.6
25.079,1.7383,1.8079,0.4000,1.3164,0.3000,1.0164,101.6
25.179,1.7383,2.4976,0.4000,1.3163,0.3000,1.0163,101.6
25.279,3.4767,3.6612,0.4000,1.3159,0.3000,1.0159,101.6
25.379,1.7383,1.7934,0.4000,1.3157,0.3000,1.0157,101.6
25.480,1.7383,2.5642,0.4000,1.3115,0.3000,1.0115,101.1
25.580,1.7383,3.6842,0.4000,1.3157,0.3000,1.0157,101.6
25.680,1.7383,2.3180,0.4000,1.3115,0.3000,1.0115,101.1
25.780,1.7383,1.8621,0.4000,1.3157,0.3000,1.0157,101.6
25.880,3.4767,2.3897,0.4000,1.3156,0.3000,1.0156,101.6
25.980,3.4767,3.6999,0.4000,1.3157,0.3000,1.0157,101.6
26.080,1.7383,1.7902,0.4000,0.5689,0.3000,0.2689,84.1
26.180,1.7383,2.4079,0.4000,1.3161,0.3000,1.0161,84.1
26.280,3.4767,3.3668,0.4000,1.3159,0.3000,1.0159,101.6
26.380,1.7383,1.7514,0.4000,1.3161,0.3000,1.0161,101.6
26.480,3.4767,2.2687,0.4000,1.3161,0.3000,1.0161,101.6
26.580,1.7383,2.2806,0.4000,1.3204,0.3000,1.0204,102.0
26.680,1.7383,1.7600,0.4000,1.3161,0.3000,1.0161,101.6
26.780,3.4767,2.4634,0.4000,1.3159,0.3000,1.0159,101.6
26.880,1.7383,2.2036,0.4000,1.3202,0.3000,1.0202,102.0
26.980,1.7383,1.8604,0.4000,1.3278,0.3000,1.0278,102.8
27.080,1.7383,2.3766,0.4000,1.3205,0.3000,1.0205,102.1
27.180,3.4767,3.6930,0.4000,1.3242,0.3000,1.0242,102.4
27.280,1.7383,1.8052,0.4000,1.3163,0.3000,1.0163,101.6
27.380,1.7383,2.3868,0.4000,1.3211,0.3000,1.0211,102.1
27.480,3.4767,3.6923,0.4000,1.3161,0.3000,1.0161,101.6
27.580,3.4767,2.2984,0.4000,1.3163,0.3000,1.0163,101.6
27.680,1.7383,2.5495,0.4000,1.3164,0.3000,1.0164,101.6
27.780,3.4767,2.3960,0.4000,1.3166,0.3000,1.0166,101.7
27.880,1.7383,2.4511,0.4000,0.5644,0.3000,0.2644,84.1
27.980,1.7383,1.8028,0.4000,1.3161,0.3000,1.0161,101.6
28.080,1.7383,2.5376,0.4000,1.3159,0.3000,1.0159,101.6
28.180,3.4767,3.6197,0.4000,1.3197,0.3000,1.0197,102.0
28.280,1.7383,1.8661,0.4000,1.3111,0.3000,1.0111,101.1
28.381,1.7383,2.5639,0.4000,1.3163,0.3000,1.0163,101.6
28.481,1.7383,3.7542,0.4000,1.3070,0.3000,1.0070,100.7
28.581,3.4767,2.4120,0.4000,1.3157,0.3000,1.0157,101.6
28.681,1.7383,1.8889,0.4000,1.3161,0.3000,1.0161,101.6
28.781,3.4767,2.5921,0.4000,1.3228,0.3000,1.0228,102.3
28.881,3.4767,3.8616,0.4000,1.3230,0.3000,1.0230,102.3
28.981,1.7383,1.9116,0.4000,1.3163,0.3000,1.0163,101.6
29.081,1.7383,2.6383,0.4000,0.5685,0.3000,0.2685,84.4
