#correcteur=PID,Kp=80.0,Ki=5.0,Kd=1.0
t_s,vitesse_freq_ms,vitesse_periode_ms,consigne_vitesse_ms,distance_m,consigne_dist_m,erreur_m,commande_pwm
130.541,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,35.0
130.641,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,70.0
130.741,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,105.0
130.841,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,140.0
130.941,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,151.0
131.041,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,151.2
131.141,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,151.4
131.241,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,151.6
131.341,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,151.8
131.441,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,152.0
131.542,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,152.2
131.642,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,152.4
131.742,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,152.6
131.842,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,152.8
131.942,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,153.0
132.042,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,153.2
132.142,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,153.4
132.242,1.7383,0.0231,0.4000,0.7469,0.3000,0.4469,150.0
132.342,0.0000,0.0231,0.4000,0.7241,0.3000,0.4241,150.1
132.442,0.0000,0.0231,0.4000,0.7033,0.3000,0.4033,150.5
132.542,0.0000,0.2092,0.4000,-1.0000,0.3000,0.1908,150.0
132.642,0.0000,0.3004,0.4000,-1.0000,0.3000,0.0996,150.0
132.742,0.0000,0.3339,0.4000,0.5692,0.3000,0.2692,150.1
132.842,0.0000,0.3504,0.4000,-1.0000,0.3000,0.0496,150.0
132.942,1.7383,0.5818,0.4000,-1.0000,0.3000,-0.1818,150.0
133.042,0.0000,0.7919,0.4000,-1.0000,0.3000,-0.3919,150.0
133.142,0.0000,0.7387,0.4000,-1.0000,0.3000,-0.3387,150.1
133.242,1.7383,0.6708,0.4000,-1.0000,0.3000,-0.2708,150.5
133.342,1.7383,0.6656,0.4000,-1.0000,0.3000,-0.2656,150.0
133.442,1.7383,0.8716,0.4000,-1.0000,0.3000,-0.4716,150.0
133.542,1.7383,0.9570,0.4000,-1.0000,0.3000,-0.5570,150.0
133.642,1.7383,0.8467,0.4000,-1.0000,0.3000,-0.4467,150.2
133.742,0.0000,0.7515,0.4000,-1.0000,0.3000,-0.3515,150.0
133.842,1.7383,0.9889,0.4000,-1.0000,0.3000,-0.5889,150.0
133.942,0.0000,0.9785,0.4000,-1.0000,0.3000,-0.5785,150.0
134.042,1.7383,0.9056,0.4000,-1.0000,0.3000,-0.5056,150.0
134.142,1.7383,0.8830,0.4000,-1.0000,0.3000,-0.4830,150.0
134.242,1.7383,1.0913,0.4000,-1.0000,0.3000,-0.6913,150.0
134.342,0.0000,1.0765,0.4000,-1.0000,0.3000,-0.6765,150.0
134.443,1.7043,1.0105,0.4000,-1.0000,0.3000,-0.6105,150.0
134.543,0.0000,1.4032,0.4000,-1.0000,0.3000,-1.0032,150.0
134.643,0.0000,1.2843,0.4000,-1.0000,0.3000,-0.8843,150.0
134.743,1.7383,1.1509,0.4000,-1.0000,0.3000,-0.7509,150.0
134.843,1.7383,1.3352,0.4000,-1.0000,0.3000,-0.9352,150.0
134.943,1.7383,1.1959,0.4000,-1.0000,0.3000,-0.7959,150.0
135.043,1.7383,1.1367,0.4000,-1.0000,0.3000,-0.7367,150.0
135.143,1.7383,1.3765,0.4000,-1.0000,0.3000,-0.9765,150.0
135.243,1.7383,1.2470,0.4000,-1.0000,0.3000,-0.8470,150.0
135.343,1.7383,1.5047,0.4000,-1.0000,0.3000,-1.1047,150.0
135.443,0.0000,1.4391,0.4000,-1.0000,0.3000,-1.0391,150.0
135.543,1.7383,1.3120,0.4000,-1.0000,0.3000,-0.9120,150.0
135.643,1.7383,1.4906,0.4000,0.5665,0.3000,0.2665,-255.0
135.743,0.0000,1.3904,0.4000,-1.0000,0.3000,-0.9904,0.0
135.843,0.0000,1.0772,0.4000,-1.0000,0.3000,-0.6772,0.0
135.944,1.7383,1.0746,0.4000,-1.0000,0.3000,-0.6746,0.0
136.044,0.0000,1.1604,0.4000,-1.0000,0.3000,-0.7604,0.0
136.144,0.0000,0.9319,0.4000,-1.0000,0.3000,-0.5319,0.0
136.244,0.0000,0.8199,0.4000,-1.0000,0.3000,-0.4199,0.0
136.344,0.0000,0.6120,0.4000,-1.0000,0.3000,-0.2120,0.0
136.444,0.0000,0.5101,0.4000,-1.0000,0.3000,-0.1101,25.4
136.544,1.7383,0.4319,0.4000,-1.0000,0.3000,-0.0319,60.4
136.644,0.0000,0.3737,0.4000,-1.0000,0.3000,0.0263,95.4
136.744,0.0000,0.3452,0.4000,-1.0000,0.3000,0.0548,130.4
136.844,1.7383,0.3334,0.4000,-1.0000,0.3000,0.0666,150.0
136.944,0.0000,0.3291,0.4000,-1.0000,0.3000,0.0709,150.0
137.044,0.0000,0.3269,0.4000,-1.0000,0.3000,0.0731,150.0
137.144,0.0000,0.3259,0.4000,-1.0000,0.3000,0.0741,150.0
137.244,1.7383,0.2935,0.4000,-1.0000,0.3000,0.1065,150.0
137.344,0.0000,0.2553,0.4000,-1.0000,0.3000,0.1447,150.0
137.444,0.0000,0.2365,0.4000,-1.0000,0.3000,0.1635,150.0
137.544,0.0000,0.2274,0.4000,-1.0000,0.3000,0.1726,150.0
137.644,0.0000,0.2340,0.4000,-1.0000,0.3000,0.1660,150.0
137.744,0.0000,0.2373,0.4000,-1.0000,0.3000,0.1627,150.0
137.844,0.0000,0.3242,0.4000,-1.0000,0.3000,0.0758,150.0
137.944,0.0000,0.5664,0.4000,-1.0000,0.3000,-0.1664,150.0
138.044,1.7383,0.6122,0.4000,-1.0000,0.3000,-0.2122,150.4
138.144,0.0000,0.5837,0.4000,-1.0000,0.3000,-0.1837,150.1
138.244,1.7383,0.5408,0.4000,-1.0000,0.3000,-0.1408,150.4
138.344,0.0000,0.4996,0.4000,0.5678,0.3000,0.2678,150.1
138.444,1.7383,0.7116,0.4000,-1.0000,0.3000,-0.3116,150.0
138.544,0.0000,0.9221,0.4000,-1.0000,0.3000,-0.5221,150.0
138.644,0.0000,0.8371,0.4000,-1.0000,0.3000,-0.4371,150.0
138.744,1.7383,0.7467,0.4000,-1.0000,0.3000,-0.3467,151.0
138.845,1.7383,0.7235,0.4000,-1.0000,0.3000,-0.3235,150.0
138.945,0.0000,1.0535,0.4000,-1.0000,0.3000,-0.6535,150.0
139.045,0.0000,0.9751,0.4000,-1.0000,0.3000,-0.5751,150.0
139.145,1.7383,0.8757,0.4000,-1.0000,0.3000,-0.4757,150.2
139.245,1.7383,0.8443,0.4000,-1.0000,0.3000,-0.4443,150.0
139.345,1.7383,1.0518,0.4000,-1.0000,0.3000,-0.6518,150.0
139.445,0.0000,1.0437,0.4000,-1.0000,0.3000,-0.6437,150.0
139.545,1.7383,0.9785,0.4000,-1.0000,0.3000,-0.5785,150.0
139.645,0.0000,1.3651,0.4000,-1.0000,0.3000,-0.9651,150.0
139.745,0.0000,1.2453,0.4000,-1.0000,0.3000,-0.8453,150.0
139.845,1.7383,1.1117,0.4000,-1.0000,0.3000,-0.7117,150.0
139.945,0.0000,1.4965,0.4000,-1.0000,0.3000,-1.0965,150.0
140.045,0.0000,1.3549,0.4000,-1.0000,0.3000,-0.9549,150.0
140.145,1.7383,1.2040,0.4000,-1.0000,0.3000,-0.8040,150.0
