#correcteur=PID,Kp=50.0,Ki=8.0,Kd=5.0
t_s,vitesse_freq_ms,vitesse_periode_ms,consigne_vitesse_ms,distance_m,consigne_dist_m,erreur_m,commande_pwm
2.362,0.0000,0.0000,0.4000,1.3149,0.3000,1.0149,200.0
2.462,1.7383,0.0000,0.4000,1.3115,0.3000,1.0115,200.0
2.562,1.7383,1.0118,0.4000,1.3149,0.3000,1.0149,182.5
2.662,1.7383,1.6720,0.4000,1.3067,0.3000,1.0067,147.5
2.762,1.7383,2.0784,0.4000,1.3154,0.3000,1.0154,112.5
2.862,3.4767,3.2725,0.4000,1.3154,0.3000,1.0154,77.5
2.962,1.7383,1.5995,0.4000,1.3151,0.3000,1.0151,56.8
3.062,1.7383,2.7894,0.4000,1.3058,0.3000,1.0058,56.3
3.162,1.7383,1.3033,0.4000,1.3108,0.3000,1.0108,57.8
3.262,1.7383,2.2150,0.4000,1.3109,0.3000,1.0109,58.6
3.362,0.0000,1.4848,0.4000,1.3152,0.3000,1.0152,60.1
3.462,1.7383,1.1130,0.4000,1.3154,0.3000,1.0154,61.0
3.562,0.0000,1.6421,0.4000,1.3108,0.3000,1.0108,60.6
3.662,0.0000,1.0889,0.4000,1.3154,0.3000,1.0154,62.6
3.762,0.0000,1.0889,0.4000,1.3109,0.3000,1.0109,62.7
3.862,1.7383,0.8277,0.4000,1.3109,0.3000,1.0109,63.5
3.962,0.0000,1.1937,0.4000,1.3108,0.3000,1.0108,64.3
4.062,0.0000,0.7973,0.4000,1.3108,0.3000,1.0108,64.7
4.162,1.7383,0.5320,0.4000,1.3068,0.3000,1.0068,65.3
4.262,0.0000,0.5320,0.4000,1.3109,0.3000,1.0109,66.8
4.362,0.0000,0.6743,0.4000,1.3151,0.3000,1.0151,68.2
4.462,0.0000,1.0168,0.4000,1.3109,0.3000,1.0109,68.4
4.562,0.0000,0.6827,0.4000,1.3104,0.3000,1.0104,69.1
4.662,0.0000,0.6827,0.4000,1.3104,0.3000,1.0104,69.9
4.762,0.0000,0.4753,0.4000,1.3104,0.3000,1.0104,70.7
4.862,1.7383,0.6622,0.4000,1.3106,0.3000,1.0106,71.6
4.962,0.0000,1.0259,0.4000,1.3147,0.3000,1.0147,73.0
5.062,1.7383,0.6941,0.4000,1.3154,0.3000,1.0154,73.9
5.163,0.0000,0.6941,0.4000,1.3151,0.3000,1.0151,74.7
5.263,0.0000,0.5192,0.4000,1.3104,0.3000,1.0104,74.8
5.363,0.0000,0.7334,0.4000,1.3147,0.3000,1.0147,75.8
5.463,0.0000,1.1584,0.4000,1.3063,0.3000,1.0063,75.4
5.563,0.0000,0.7960,0.4000,1.3145,0.3000,1.0145,78.3
5.663,1.7383,0.5959,0.4000,1.3109,0.3000,1.0109,78.2
5.763,3.4767,0.5959,0.4000,1.3149,0.3000,1.0149,79.5
5.863,0.0000,1.3527,0.4000,1.3106,0.3000,1.0106,79.7
5.963,0.0000,0.9372,0.4000,1.3145,0.3000,1.0145,81.1
6.063,1.7383,0.6910,0.4000,1.3147,0.3000,1.0147,81.5
6.163,1.7383,0.9582,0.4000,1.3103,0.3000,1.0103,81.6
6.263,1.7383,1.0431,0.4000,1.3099,0.3000,1.0099,82.8
6.363,0.0000,1.0431,0.4000,1.3103,0.3000,1.0103,83.7
6.463,1.7383,1.0706,0.4000,1.3145,0.3000,1.0145,85.2
6.563,0.0000,1.7077,0.4000,1.3056,0.3000,1.0056,84.6
6.664,0.0000,1.1714,0.4000,1.3058,0.3000,1.0058,85.5
6.764,1.7383,1.1653,0.4000,1.3147,0.3000,1.0147,87.5
6.864,1.7383,1.3280,0.4000,1.3103,0.3000,1.0103,87.8
6.964,1.7383,0.9759,0.4000,1.3103,0.3000,1.0103,88.5
7.064,1.7383,2.0585,0.4000,1.3061,0.3000,1.0061,88.7
7.164,1.7383,1.3626,0.4000,1.3104,0.3000,1.0104,90.7
7.264,1.7383,1.3891,0.4000,1.3104,0.3000,1.0104,91.0
7.364,1.7383,1.4756,0.4000,1.3101,0.3000,1.0101,91.8
7.464,1.7383,1.1414,0.4000,1.3103,0.3000,1.0103,92.6
7.564,1.7383,2.3461,0.4000,1.3104,0.3000,1.0104,93.4
7.664,1.7383,1.1967,0.4000,1.3101,0.3000,1.0101,94.2
7.764,3.4767,2.4729,0.4000,1.3103,0.3000,1.0103,95.0
7.864,0.0000,1.7372,0.4000,1.3056,0.3000,1.0056,95.1
7.964,3.4767,2.5718,0.4000,1.3101,0.3000,1.0101,97.5
8.064,0.0000,1.8229,0.4000,1.3058,0.3000,1.0058,96.8
8.164,3.4767,2.6425,0.4000,1.3106,0.3000,1.0106,98.7
8.264,0.0000,1.7881,0.4000,1.3056,0.3000,1.0056,98.3
8.364,3.4767,2.7933,0.4000,1.3106,0.3000,1.0106,99.9
8.464,1.7383,1.4157,0.4000,1.3061,0.3000,1.0061,100.0
8.564,1.7383,2.8980,0.4000,1.3103,0.3000,1.0103,101.5
8.664,1.7383,1.4527,0.4000,1.3103,0.3000,1.0103,102.3
8.764,1.7383,2.0266,0.4000,1.3101,0.3000,1.0101,103.1
8.864,1.7383,1.9528,0.4000,1.3103,0.3000,1.0103,104.3
8.964,1.7383,2.1107,0.4000,1.3101,0.3000,1.0101,105.1
9.064,3.4767,3.1247,0.4000,1.3103,0.3000,1.0103,106.0
9.164,1.7383,1.6573,0.4000,1.3061,0.3000,1.0061,105.7
9.264,1.7383,2.2355,0.4000,1.3058,0.3000,1.0058,106.5
9.364,1.7383,2.1305,0.4000,1.3058,0.3000,1.0058,107.7
9.464,1.7383,1.7334,0.4000,1.3103,0.3000,1.0103,108.7
9.565,3.4767,2.4222,0.4000,1.3060,0.3000,1.0060,108.9
9.665,1.7383,2.2801,0.4000,1.3056,0.3000,1.0056,110.1
9.765,1.7383,1.7593,0.4000,1.3106,0.3000,1.0106,111.2
9.865,3.4767,2.5261,0.4000,1.3101,0.3000,1.0101,112.8
9.965,3.4767,3.5816,0.4000,1.3106,0.3000,1.0106,113.3
10.065,1.7383,1.9356,0.4000,1.3060,0.3000,1.0060,112.9
10.165,1.7383,2.6026,0.4000,1.3058,0.3000,1.0058,114.2
10.265,3.4767,2.7124,0.4000,1.3106,0.3000,1.0106,115.2
10.365,3.4767,3.9522,0.4000,1.3061,0.3000,1.0061,116.2
10.465,1.7383,2.0413,0.4000,1.3015,0.3000,1.0015,115.9
10.565,1.7383,2.7812,0.4000,1.3012,0.3000,1.0012,116.7
10.665,3.4767,2.9151,0.4000,1.3055,0.3000,1.0055,118.2
10.765,3.4767,4.2598,0.4000,1.3056,0.3000,1.0056,119.0
10.865,3.4767,2.7677,0.4000,1.3020,0.3000,1.0020,118.8
10.966,1.7043,2.1699,0.4000,1.3015,0.3000,1.0015,121.2
