#correcteur=PID,Kp=35.0,Ki=5.0,Kd=0.5,FF=190.8,Vc=0.40
t_s,mode,vitesse_freq_ms,vitesse_periode_ms,consigne_vitesse_ms,distance_m,consigne_dist_m,erreur_m,commande_pwm
21.790,2,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,190.0
21.890,2,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,204.9
21.990,2,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,205.1
22.090,2,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,205.3
22.190,2,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,190.0
22.290,2,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,190.0
22.390,2,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,205.6
22.490,2,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,205.8
22.590,2,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,206.0
22.690,2,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,190.0
22.790,2,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,206.1
22.890,2,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,206.3
22.990,2,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,206.5
23.090,2,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,190.0
23.190,2,0.0000,0.3894,0.4000,-1.0000,0.3000,0.0106,193.0
23.290,2,0.0000,0.3894,0.4000,-1.0000,0.3000,0.0106,193.0
23.390,2,0.0000,0.4078,0.4000,-1.0000,0.3000,-0.0078,192.3
23.490,2,0.0000,0.4168,0.4000,-1.0000,0.3000,-0.0168,192.0
23.590,2,0.0000,0.4251,0.4000,-1.0000,0.3000,-0.0251,191.7
23.690,2,1.7383,0.4989,0.4000,-1.0000,0.3000,-0.0989,188.4
23.790,2,0.0000,0.8839,0.4000,-1.0000,0.3000,-0.4839,173.9
23.890,2,0.0000,0.8719,0.4000,-1.0000,0.3000,-0.4719,175.7
23.990,2,1.7383,0.8140,0.4000,-1.0000,0.3000,-0.4140,178.0
24.090,2,1.7383,0.8138,0.4000,-1.0000,0.3000,-0.4138,176.9
24.190,2,1.7383,1.0640,0.4000,-1.0000,0.3000,-0.6640,168.2
24.290,2,1.7383,0.9925,0.4000,-1.0000,0.3000,-0.5925,171.1
24.390,2,1.7383,0.9741,0.4000,-1.0000,0.3000,-0.5741,170.4
24.491,2,1.7043,1.2378,0.4000,-1.0000,0.3000,-0.8378,161.2
24.591,2,1.7383,1.1396,0.4000,-1.0000,0.3000,-0.7396,165.1
24.691,3,1.7383,1.1023,0.4000,0.7272,0.3000,0.4272,149.4
24.791,1,1.7383,1.3682,0.4000,0.7272,0.3000,0.4272,-255.0
24.891,1,0.0000,1.3416,0.4000,0.5670,0.3000,0.2670,-255.0
24.991,1,0.0000,0.9973,0.4000,0.5670,0.3000,0.2670,-255.0
25.091,3,0.0000,0.8286,0.4000,0.5663,0.3000,0.2663,0.0
25.191,3,0.0000,0.7459,0.4000,0.5663,0.3000,0.2663,0.0
25.291,3,0.0000,0.7054,0.4000,0.5665,0.3000,0.2665,0.0
25.391,3,0.0000,0.0000,0.4000,0.5665,0.3000,0.2665,190.0
25.491,3,0.0000,0.0000,0.4000,0.5665,0.3000,0.2665,173.3
