#correcteur=PID,Kp=80.0,Ki=5.0,Kd=5.0
t_s,vitesse_freq_ms,vitesse_periode_ms,consigne_vitesse_ms,distance_m,consigne_dist_m,erreur_m,commande_pwm
3.400,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,35.0
3.500,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,70.0
3.600,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,105.0
3.700,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,120.8
3.800,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,121.0
3.900,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,121.2
4.000,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,121.4
4.100,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,121.6
4.200,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,121.8
4.300,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,122.0
4.400,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,122.2
4.500,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,122.4
4.600,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,122.6
4.701,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,122.8
4.801,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,123.0
4.901,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,123.2
5.001,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,123.4
5.101,0.0000,0.8326,0.4000,-1.0000,0.3000,-0.4326,123.2
5.201,0.0000,0.7316,0.4000,-1.0000,0.3000,-0.3316,127.2
5.301,1.7383,0.7236,0.4000,-1.0000,0.3000,-0.3236,120.7
5.401,0.0000,1.0306,0.4000,-1.0000,0.3000,-0.6306,120.0
5.501,0.0000,0.9349,0.4000,-1.0000,0.3000,-0.5349,126.2
5.601,1.7383,0.8209,0.4000,-1.0000,0.3000,-0.4209,130.7
5.701,1.7383,0.7589,0.4000,-1.0000,0.3000,-0.3589,122.0
5.801,0.0000,1.0468,0.4000,-1.0000,0.3000,-0.6468,120.0
5.901,0.0000,0.9407,0.4000,-1.0000,0.3000,-0.5407,125.7
6.001,1.7383,0.8250,0.4000,-1.0000,0.3000,-0.4250,129.6
6.102,1.7043,0.7685,0.4000,-1.0000,0.3000,-0.3685,120.6
6.202,1.7383,0.9427,0.4000,-1.0000,0.3000,-0.5427,120.0
6.302,1.7383,1.0005,0.4000,-1.0000,0.3000,-0.6005,126.6
6.402,0.0000,0.9259,0.4000,-1.0000,0.3000,-0.5259,123.1
6.502,0.0000,0.7748,0.4000,-1.0000,0.3000,-0.3748,126.1
6.602,1.7383,0.9370,0.4000,-1.0000,0.3000,-0.5370,120.0
6.702,1.7383,0.9861,0.4000,-1.0000,0.3000,-0.5861,126.1
6.802,0.0000,0.9056,0.4000,-1.0000,0.3000,-0.5056,122.4
6.902,0.0000,0.7528,0.4000,-1.0000,0.3000,-0.3528,125.2
7.002,0.0000,0.7410,0.4000,-1.0000,0.3000,-0.3410,120.0
7.102,0.0000,1.0085,0.4000,-1.0000,0.3000,-0.6085,120.0
7.202,0.0000,0.9011,0.4000,-1.0000,0.3000,-0.5011,122.6
7.302,1.7383,0.7854,0.4000,-1.0000,0.3000,-0.3854,126.4
