#correcteur=PID,Kp=35.0,Ki=2.0,Kd=0.5,FF=190.8,Vc=0.40
t_s,mode,vitesse_freq_ms,vitesse_periode_ms,consigne_vitesse_ms,distance_m,consigne_dist_m,erreur_m,commande_pwm
5.453,2,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,190.0
5.554,2,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,204.8
5.654,2,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,204.9
5.754,2,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,205.0
5.854,2,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,190.0
5.954,2,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,190.0
6.054,2,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,205.1
6.154,2,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,205.2
6.254,2,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,205.2
6.354,2,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,190.0
6.454,2,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,190.0
6.554,2,0.0000,0.4039,0.4000,-1.0000,0.3000,-0.0039,191.2
6.654,2,0.0000,0.4039,0.4000,-1.0000,0.3000,-0.0039,191.2
6.754,2,0.0000,0.4058,0.4000,-1.0000,0.3000,-0.0058,191.1
6.854,2,0.0000,0.4064,0.4000,-1.0000,0.3000,-0.0064,191.1
6.955,2,0.0000,0.4113,0.4000,-1.0000,0.3000,-0.0113,190.9
7.055,2,1.7383,0.4925,0.4000,-1.0000,0.3000,-0.0925,187.3
7.155,2,1.7383,0.8073,0.4000,-1.0000,0.3000,-0.4073,174.3
7.255,2,1.7383,0.8990,0.4000,-1.0000,0.3000,-0.4990,174.5
7.355,2,0.0000,0.8334,0.4000,-1.0000,0.3000,-0.4334,176.3
7.455,2,0.0000,0.6254,0.4000,-1.0000,0.3000,-0.2254,184.1
7.555,2,1.7383,0.5722,0.4000,-1.0000,0.3000,-0.1722,185.2
7.655,2,1.7383,0.7849,0.4000,-1.0000,0.3000,-0.3849,175.5
7.755,2,1.7383,0.8331,0.4000,-1.0000,0.3000,-0.4331,176.8
7.855,2,0.0000,0.7546,0.4000,-1.0000,0.3000,-0.3546,179.0
7.955,2,1.7383,0.6278,0.4000,-1.0000,0.3000,-0.2278,184.2
8.055,2,0.0000,0.5230,0.4000,-1.0000,0.3000,-0.1230,187.1
8.155,2,1.7383,0.8446,0.4000,-1.0000,0.3000,-0.4446,172.6
8.255,2,1.7383,0.9100,0.4000,-1.0000,0.3000,-0.5100,174.1
8.355,2,0.0000,0.8136,0.4000,-1.0000,0.3000,-0.4136,176.9
8.456,2,1.7383,0.6502,0.4000,-1.0000,0.3000,-0.2502,183.7
8.556,2,0.0000,0.5142,0.4000,-1.0000,0.3000,-0.1142,187.5
8.656,2,1.7383,0.4719,0.4000,-1.0000,0.3000,-0.0719,188.5
8.756,2,1.7383,0.6432,0.4000,-1.0000,0.3000,-0.2432,180.6
8.856,2,0.0000,0.8145,0.4000,-1.0000,0.3000,-0.4145,175.7
8.956,2,0.0000,0.6884,0.4000,-1.0000,0.3000,-0.2884,181.2
9.056,2,0.0000,0.6430,0.4000,-1.0000,0.3000,-0.2430,182.5
9.156,2,0.0000,0.4964,0.4000,-1.0000,0.3000,-0.0964,188.0
9.256,2,1.7383,0.5155,0.4000,-1.0000,0.3000,-0.1155,186.2
9.356,2,1.7383,0.7777,0.4000,-1.0000,0.3000,-0.3777,175.2
9.456,2,1.7383,0.8427,0.4000,-1.0000,0.3000,-0.4427,175.9
9.556,2,0.0000,0.7721,0.4000,-1.0000,0.3000,-0.3721,178.0
9.656,2,1.7383,0.6247,0.4000,-1.0000,0.3000,-0.2247,184.1
9.756,2,0.0000,0.4984,0.4000,-1.0000,0.3000,-0.0984,187.7
9.856,2,1.7383,0.4773,0.4000,-1.0000,0.3000,-0.0773,187.9
9.956,2,0.0000,0.7854,0.4000,-1.0000,0.3000,-0.3854,175.9
10.056,2,1.7383,0.7637,0.4000,-1.0000,0.3000,-0.3637,178.8
10.156,2,0.0000,0.6764,0.4000,-1.0000,0.3000,-0.2764,181.2
10.256,2,1.7383,0.5681,0.4000,-1.0000,0.3000,-0.1681,185.5
10.356,2,0.0000,0.4829,0.4000,-1.0000,0.3000,-0.0829,187.9
10.456,2,0.0000,0.5577,0.4000,-1.0000,0.3000,-0.1577,184.6
10.556,2,0.0000,0.9504,0.4000,-1.0000,0.3000,-0.5504,169.6
10.656,2,0.0000,0.8162,0.4000,-1.0000,0.3000,-0.4162,176.3
10.756,2,0.0000,0.7679,0.4000,-1.0000,0.3000,-0.3679,177.7
10.856,2,0.0000,0.5387,0.4000,-1.0000,0.3000,-0.1387,186.4
10.956,2,0.0000,0.4562,0.4000,-1.0000,0.3000,-0.0562,188.7
11.056,2,1.7383,0.4216,0.4000,-1.0000,0.3000,-0.0216,189.8
11.156,2,1.7383,0.5706,0.4000,-1.0000,0.3000,-0.1706,182.8
11.256,2,0.0000,0.7227,0.4000,-1.0000,0.3000,-0.3227,178.4
