#correcteur=PID,Kp=35.0,Ki=2.0,Kd=0.5,FF=190.8,Vc=0.40
t_s,mode,vitesse_freq_ms,vitesse_periode_ms,consigne_vitesse_ms,distance_m,consigne_dist_m,erreur_m,commande_pwm
97.340,2,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,190.0
97.440,2,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,204.8
97.540,2,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,204.9
97.640,2,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,205.0
97.740,2,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,190.0
97.840,2,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,190.0
97.940,2,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,205.1
98.040,2,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,205.2
98.141,2,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,205.2
98.241,2,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,190.0
98.341,2,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,205.3
98.441,2,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,205.4
98.541,2,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,205.4
98.641,2,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,190.0
98.741,2,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,190.0
98.841,2,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,205.6
98.941,2,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,205.6
99.041,2,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,205.7
99.141,2,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,190.0
99.241,2,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,205.8
99.341,2,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,205.8
99.441,2,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,205.9
99.542,2,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,190.0
99.642,2,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,190.0
99.742,2,1.7383,0.0000,0.4000,-1.0000,0.3000,0.4000,206.0
99.842,2,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,206.1
99.942,2,1.7383,0.4562,0.4000,-1.0000,0.3000,-0.0562,190.2
100.042,2,0.0000,0.6889,0.4000,-1.0000,0.3000,-0.2889,181.0
100.142,2,1.7383,0.7049,0.4000,-1.0000,0.3000,-0.3049,182.0
100.242,2,0.0000,0.6948,0.4000,-1.0000,0.3000,-0.2948,181.7
100.342,2,0.0000,0.5965,0.4000,-1.0000,0.3000,-0.1965,185.2
100.442,2,1.7383,0.6485,0.4000,-1.0000,0.3000,-0.2485,183.2
100.542,2,1.7383,0.7326,0.4000,-1.0000,0.3000,-0.3326,179.4
100.642,2,1.7383,0.7815,0.4000,-1.0000,0.3000,-0.3815,178.6
