#correcteur=PID,Kp=80.0,Ki=50.0,Kd=20.0
t_s,vitesse_freq_ms,vitesse_periode_ms,consigne_vitesse_ms,distance_m,consigne_dist_m,erreur_m,commande_pwm
11.036,0.0000,0.0000,1.0000,1.3192,0.3000,1.0192,200.0
11.136,1.7383,0.0000,1.0000,1.3242,0.3000,1.0242,200.0
11.236,1.7383,0.7900,1.0000,1.3195,0.3000,1.0195,182.5
11.336,1.7383,2.6853,1.0000,1.3219,0.3000,1.0219,147.5
11.436,1.7383,1.5765,1.0000,1.3221,0.3000,1.0221,112.5
11.536,1.7383,2.3307,1.0000,1.3269,0.3000,1.0269,115.8
11.636,3.4767,3.4236,1.0000,1.3200,0.3000,1.0200,119.2
11.736,1.7383,1.8027,1.0000,1.3183,0.3000,1.0183,119.0
11.836,1.7383,2.5164,1.0000,1.3181,0.3000,1.0181,125.7
11.936,3.4767,2.6454,1.0000,1.3266,0.3000,1.0266,130.0
12.036,3.4767,4.1216,1.0000,1.3231,0.3000,1.0231,138.3
12.136,1.7383,2.1587,1.0000,1.3305,0.3000,1.0305,147.1
12.236,1.7383,2.2914,1.0000,1.3348,0.3000,1.0348,154.4
12.336,3.4767,2.3126,1.0000,1.7474,0.3000,1.4474,162.1
12.436,1.7383,3.4133,1.0000,1.3176,0.3000,1.0176,4.9
12.536,3.4767,2.9031,1.0000,1.3233,0.3000,1.0233,39.9
12.637,3.4767,3.5201,1.0000,1.3226,0.3000,1.0226,75.2
12.737,1.7383,1.7076,1.0000,1.3226,0.3000,1.0226,110.2
12.837,1.7383,2.3116,1.0000,1.3224,0.3000,1.0224,145.2
12.937,3.4767,3.9294,1.0000,1.3271,0.3000,1.0271,180.2
13.037,3.4767,2.7805,1.0000,1.3111,0.3000,1.0111,184.8
13.137,1.7383,2.3522,1.0000,1.3228,0.3000,1.0228,196.6
13.237,3.4767,2.6020,1.0000,1.3230,0.3000,1.0230,202.7
13.337,3.4767,2.9289,1.0000,1.3183,0.3000,1.0183,206.4
13.437,3.4767,4.0684,1.0000,0.9995,0.3000,0.6995,190.9
13.537,5.2150,6.3966,1.0000,1.3178,0.3000,1.0178,214.1
13.637,5.2150,4.4610,1.0000,1.3178,0.3000,1.0178,222.3
13.737,3.4767,3.6446,1.0000,1.3351,0.3000,1.0351,234.2
13.837,5.2150,7.5554,1.0000,1.3199,0.3000,1.0199,231.9
13.937,5.2150,3.9761,1.0000,1.3192,0.3000,1.0192,233.8
14.038,5.1128,8.0005,1.0000,1.3151,0.3000,1.0151,0.0
14.138,5.2150,4.2382,1.0000,1.3193,0.3000,1.0193,0.0
14.238,3.4767,3.6149,1.0000,1.3221,0.3000,1.0221,12.3
14.338,3.4767,2.9108,1.0000,1.3193,0.3000,1.0193,47.3
14.438,3.4767,4.1484,1.0000,1.3223,0.3000,1.0223,82.3
14.538,1.7383,1.7928,1.0000,1.3147,0.3000,1.0147,117.3
