#correcteur=PID,Kp=80.0,Ki=5.0,Kd=5.0
t_s,vitesse_freq_ms,vitesse_periode_ms,consigne_vitesse_ms,distance_m,consigne_dist_m,erreur_m,commande_pwm
8.797,0.0000,0.0000,0.4000,0.8650,0.3000,0.5650,35.3
8.897,0.0000,0.0000,0.4000,0.7685,0.3000,0.4685,70.4
8.997,0.0000,0.0000,0.4000,0.8381,0.3000,0.5381,105.4
9.097,0.0000,0.0000,0.4000,0.8433,0.3000,0.5433,121.1
9.197,0.0000,0.0000,0.4000,0.8405,0.3000,0.5405,121.4
9.297,0.0000,0.0000,0.4000,0.8398,0.3000,0.5398,121.6
9.397,0.0000,0.0000,0.4000,0.8390,0.3000,0.5390,121.8
9.497,0.0000,0.0000,0.4000,0.8436,0.3000,0.5436,122.6
9.597,0.0000,0.0000,0.4000,0.8402,0.3000,0.5402,122.4
9.697,0.0000,0.0000,0.4000,0.8400,0.3000,0.5400,122.7
9.797,0.0000,0.0000,0.4000,0.8400,0.3000,0.5400,123.0
9.897,0.0000,0.0000,0.4000,0.8397,0.3000,0.5397,122.8
9.997,0.0000,0.0000,0.4000,0.8400,0.3000,0.5400,123.5
10.097,0.0000,0.0000,0.4000,0.8311,0.3000,0.5311,122.8
10.198,1.7043,0.0000,0.4000,0.8026,0.3000,0.5026,122.7
10.298,0.0000,0.0000,0.4000,0.7721,0.3000,0.4721,123.0
10.398,1.7383,0.3681,0.4000,0.7452,0.3000,0.4452,123.1
10.498,0.0000,0.3681,0.4000,0.7172,0.3000,0.4172,123.4
10.598,0.0000,0.3681,0.4000,0.6838,0.3000,0.3838,123.5
10.698,1.7383,0.3484,0.4000,0.5723,0.3000,0.2723,120.0
10.798,0.0000,0.3248,0.4000,0.6337,0.3000,0.3337,124.7
10.898,0.0000,0.3133,0.4000,0.3716,0.3000,0.0716,120.0
10.998,0.0000,0.3550,0.4000,0.3881,0.3000,0.0881,0.0
11.098,0.0000,0.3754,0.4000,0.2753,0.3000,-0.0247,-180.0
11.198,0.0000,0.4014,0.4000,0.3020,0.3000,0.0020,0.0
11.298,0.0000,0.4141,0.4000,0.2994,0.3000,-0.0006,-180.0
11.398,0.0000,0.4203,0.4000,0.3022,0.3000,0.0022,-180.0
11.498,0.0000,0.4234,0.4000,0.3787,0.3000,0.0787,0.0
11.598,0.0000,0.0000,0.4000,0.4939,0.3000,0.1939,0.0
11.698,0.0000,0.0000,0.4000,0.5795,0.3000,0.2795,0.0
11.798,0.0000,0.0000,0.4000,0.5737,0.3000,0.2737,0.0
11.898,0.0000,0.0000,0.4000,0.5792,0.3000,0.2792,0.0
11.998,0.0000,0.0000,0.4000,0.5766,0.3000,0.2766,0.0
12.098,0.0000,0.0000,0.4000,0.5809,0.3000,0.2809,0.0
12.198,0.0000,0.0000,0.4000,0.5750,0.3000,0.2750,25.0
12.298,0.0000,0.0000,0.4000,0.5809,0.3000,0.2809,60.0
12.398,0.0000,0.0000,0.4000,0.5809,0.3000,0.2809,95.0
12.498,0.0000,0.0000,0.4000,0.5793,0.3000,0.2793,121.4
12.598,0.0000,0.0000,0.4000,0.5793,0.3000,0.2793,122.0
12.698,0.0000,0.0000,0.4000,0.5793,0.3000,0.2793,122.1
12.798,0.0000,0.0000,0.4000,0.5795,0.3000,0.2795,121.8
12.898,0.0000,0.0000,0.4000,0.5793,0.3000,0.2793,122.4
12.998,0.0000,0.0000,0.4000,0.5795,0.3000,0.2795,122.1
