#correcteur=P,Kp=35.0,Ki=2.0,Kd=0.5,FF=190.8,Vc=0.40
t_s,mode,vitesse_freq_ms,vitesse_periode_ms,consigne_vitesse_ms,distance_m,consigne_dist_m,erreur_m,commande_pwm
25.327,2,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,190.0
25.427,2,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,190.0
25.527,2,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,204.8
25.627,2,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,204.8
25.728,2,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,204.8
25.828,2,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,190.0
25.928,2,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,204.8
26.028,2,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,204.8
26.128,2,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,204.8
26.228,2,1.7383,0.2658,0.4000,-1.0000,0.3000,0.1342,195.5
26.328,2,1.7383,0.4560,0.4000,-1.0000,0.3000,-0.0560,188.8
26.428,2,0.0000,0.6387,0.4000,-1.0000,0.3000,-0.2387,182.4
26.528,2,0.0000,0.5904,0.4000,-1.0000,0.3000,-0.1904,184.1
26.628,2,0.0000,0.5730,0.4000,-1.0000,0.3000,-0.1730,184.7
26.728,2,0.0000,0.5317,0.4000,-1.0000,0.3000,-0.1317,186.2
26.828,2,1.7383,0.8955,0.4000,-1.0000,0.3000,-0.4955,173.4
26.928,2,0.0000,1.1747,0.4000,-1.0000,0.3000,-0.7747,163.7
27.028,2,0.0000,0.9540,0.4000,-1.0000,0.3000,-0.5540,171.4
27.128,2,1.7383,0.7526,0.4000,-1.0000,0.3000,-0.3526,178.4
27.229,2,0.0000,0.6069,0.4000,-1.0000,0.3000,-0.2069,183.5
27.329,2,0.0000,0.5773,0.4000,-1.0000,0.3000,-0.1773,184.6
27.429,2,0.0000,0.9060,0.4000,-1.0000,0.3000,-0.5060,173.1
27.529,2,0.0000,0.7832,0.4000,-1.0000,0.3000,-0.3832,177.4
27.629,2,0.0000,0.7390,0.4000,-1.0000,0.3000,-0.3390,178.9
27.729,2,0.0000,0.5540,0.4000,-1.0000,0.3000,-0.1540,185.4
27.829,2,1.7383,0.5363,0.4000,-1.0000,0.3000,-0.1363,186.0
27.929,2,0.0000,0.9001,0.4000,-1.0000,0.3000,-0.5001,173.3
28.029,2,1.7383,0.8818,0.4000,-1.0000,0.3000,-0.4818,173.9
28.129,2,0.0000,0.7856,0.4000,-1.0000,0.3000,-0.3856,177.3
28.229,2,1.7383,0.6380,0.4000,-1.0000,0.3000,-0.2380,182.4
28.329,2,0.0000,0.5170,0.4000,-1.0000,0.3000,-0.1170,186.7
28.429,2,0.0000,0.5113,0.4000,-1.0000,0.3000,-0.1113,186.9
28.529,2,0.0000,0.8315,0.4000,-1.0000,0.3000,-0.4315,175.7
28.630,2,0.0000,0.7505,0.4000,-1.0000,0.3000,-0.3505,178.5
28.730,2,0.0000,0.7214,0.4000,-1.0000,0.3000,-0.3214,179.5
28.830,2,0.0000,0.5748,0.4000,-1.0000,0.3000,-0.1748,184.6
28.930,2,0.0000,0.6465,0.4000,-1.0000,0.3000,-0.2465,182.1
29.030,2,0.0000,1.0585,0.4000,-1.0000,0.3000,-0.6585,167.7
29.130,2,0.0000,0.9227,0.4000,-1.0000,0.3000,-0.5227,172.5
29.230,2,1.7383,0.7570,0.4000,-1.0000,0.3000,-0.3570,178.3
29.330,3,0.0000,0.6273,0.4000,0.5665,0.3000,0.2665,146.1
29.430,3,0.0000,0.6068,0.4000,0.5665,0.3000,0.2665,76.1
29.530,3,0.0000,0.8607,0.4000,0.5665,0.3000,0.2665,9.3
29.630,2,1.7383,0.7462,0.4000,-1.0000,0.3000,-0.3462,26.8
29.730,2,0.0000,0.5815,0.4000,-1.0000,0.3000,-0.1815,61.8
29.830,2,0.0000,0.5222,0.4000,-1.0000,0.3000,-0.1222,96.8
29.930,2,0.0000,0.5008,0.4000,-1.0000,0.3000,-0.1008,131.8
30.030,2,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,190.0
30.130,2,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,190.0
30.230,2,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,204.8
30.330,2,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,204.8
30.430,2,0.0000,0.0000,0.4000,-1.0000,0.3000,0.4000,204.8
30.530,2,1.7383,0.0986,0.4000,-1.0000,0.3000,0.3014,201.3
30.630,2,0.0000,0.0986,0.4000,-1.0000,0.3000,0.3014,201.3
